plz,bundesland,ort
56179,Rheinland-Pfalz,Niederwerth
9577,Sachsen,Niederwiesa
55234,Rheinland-Pfalz,Nieder-Wiesen
94559,Bayern,Niederwinkling
55758,Rheinland-Pfalz,Niederwörresbach
9399,Sachsen,Niederwürschnitz
52382,Nordrhein-Westfalen,Niederzier
56651,Rheinland-Pfalz,Niederzissen
75223,Baden-Württemberg,Niefern-Öschelbronn
33039,Nordrhein-Westfalen,Nieheim
54646,Rheinland-Pfalz,Niehl
14823,Brandenburg,Niemegk
37127,Niedersachsen,Niemetal
24819,Schleswig-Holstein,Nienborstel
6429,Sachsen-Anhalt,Nienburg (Saale)
31582,Niedersachsen,Nienburg/Weser
25596,Schleswig-Holstein,Nienbüttel
23919,Schleswig-Holstein,Niendorf bei Berkenthin
23881,Schleswig-Holstein,Niendorf/Stecknitz
18211,Mecklenburg-Vorpommern,Nienhagen
29336,Niedersachsen,Nienhagen
31688,Niedersachsen,Nienstädt
23863,Schleswig-Holstein,Nienwohld
18442,Mecklenburg-Vorpommern,Niepars
54518,Rheinland-Pfalz,Niersbach
55283,Rheinland-Pfalz,Nierstein
24395,Schleswig-Holstein,Niesgrau
2906,Sachsen,Niesky
34329,Hessen,Nieste
34266,Hessen,Niestetal
56132,Rheinland-Pfalz,Nievern
7381,Thüringen,Nimritz
54612,Rheinland-Pfalz,Nimshuscheid
54614,Rheinland-Pfalz,Nimsreuland
25704,Schleswig-Holstein,Nindorf
24594,Schleswig-Holstein,Nindorf
57645,Rheinland-Pfalz,Nister
56472,Rheinland-Pfalz,Nisterau
56472,Rheinland-Pfalz,Nisterberg
56477,Rheinland-Pfalz,Nister-Möhrendorf
57647,Rheinland-Pfalz,Nistertal
54453,Rheinland-Pfalz,Nittel
93149,Bayern,Nittenau
93152,Bayern,Nittendorf
56729,Rheinland-Pfalz,Nitz
4603,Thüringen,Nobitz
56357,Rheinland-Pfalz,Nochern
99195,Thüringen,Nöda
24214,Schleswig-Holstein,Noer
55767,Rheinland-Pfalz,Nohen
66625,Saarland,Nohfelden
54578,Rheinland-Pfalz,Nohn
56412,Rheinland-Pfalz,Nomborn
88149,Bayern,Nonnenhorn
66620,Saarland,Nonnweiler
56291,Rheinland-Pfalz,Norath
25764,Schleswig-Holstein,Norddeich
25946,Schleswig-Holstein,Norddorf auf Amrum
26506,Niedersachsen,Norden
86695,Bayern,Nordendorf
26954,Niedersachsen,Nordenham
24392,Schleswig-Holstein,Norderbrarup
25870,Schleswig-Holstein,Norderfriedrichskoog
25779,Schleswig-Holstein,Norderheistedt
25704,Schleswig-Holstein,Nordermeldorf
26548,Niedersachsen,Norderney
22844,Schleswig-Holstein,Norderstedt
22846,Schleswig-Holstein,Norderstedt
22848,Schleswig-Holstein,Norderstedt
22850,Schleswig-Holstein,Norderstedt
22851,Schleswig-Holstein,Norderstedt
25746,Schleswig-Holstein,Norderwöhrden
24980,Schleswig-Holstein,Nordhackstedt
96365,Bayern,Nordhalben
38855,Sachsen-Anhalt,Nordharz
38871,Sachsen-Anhalt,Nordharz
25785,Schleswig-Holstein,Nordhastedt
99734,Thüringen,Nordhausen
74226,Baden-Württemberg,Nordheim
97334,Bayern,Nordheim a.Main
97647,Bayern,Nordheim v.d.Rhön
56242,Rheinland-Pfalz,Nordhofen
48527,Niedersachsen,Nordhorn
48529,Niedersachsen,Nordhorn
48531,Niedersachsen,Nordhorn
59394,Nordrhein-Westfalen,Nordkirchen
21765,Niedersachsen,Nordleda
86720,Bayern,Nördlingen
77787,Baden-Württemberg,Nordrach
31717,Niedersachsen,Nordsehl
31171,Niedersachsen,Nordstemmen
25845,Schleswig-Holstein,Nordstrand
48356,Nordrhein-Westfalen,Nordwalde
17291,Brandenburg,Nordwestuckermark
55585,Rheinland-Pfalz,Norheim
57629,Rheinland-Pfalz,Norken
25884,Schleswig-Holstein,Norstedt
37176,Niedersachsen,Nörten-Hardenberg
56283,Rheinland-Pfalz,Nörtershausen
37154,Niedersachsen,Northeim
26845,Niedersachsen,Nortmoor
25554,Schleswig-Holstein,Nortorf
24589,Schleswig-Holstein,Nortorf
49638,Niedersachsen,Nortrup
52388,Nordrhein-Westfalen,Nörvenich
1683,Sachsen,Nossen
17111,Mecklenburg-Vorpommern,Nossendorf
17214,Mecklenburg-Vorpommern,Nossentiner Hütte
19258,Mecklenburg-Vorpommern,Nostorf
76891,Rheinland-Pfalz,Nothweiler
21640,Niedersachsen,Nottensdorf
99994,Thüringen,Nottertal-Heilinger Höhen
24392,Schleswig-Holstein,Nottfeld
99192,Thüringen,Nottleben
48301,Nordrhein-Westfalen,Nottuln
73274,Baden-Württemberg,Notzingen
24809,Schleswig-Holstein,Nübbel
24881,Schleswig-Holstein,Nübel
97720,Bayern,Nüdlingen
71154,Baden-Württemberg,Nufringen
51588,Nordrhein-Westfalen,Nümbrecht
1612,Sachsen,Nünchritz
66989,Rheinland-Pfalz,Nünschweiler
53520,Rheinland-Pfalz,Nürburg
90402,Bayern,Nürnberg
90403,Bayern,Nürnberg
90408,Bayern,Nürnberg
90409,Bayern,Nürnberg
90411,Bayern,Nürnberg
90419,Bayern,Nürnberg
90425,Bayern,Nürnberg
90427,Bayern,Nürnberg
90429,Bayern,Nürnberg
90431,Bayern,Nürnberg
90439,Bayern,Nürnberg
90441,Bayern,Nürnberg
90443,Bayern,Nürnberg
90449,Bayern,Nürnberg
90451,Bayern,Nürnberg
90453,Bayern,Nürnberg
90455,Bayern,Nürnberg
90459,Bayern,Nürnberg
90461,Bayern,Nürnberg
90469,Bayern,Nürnberg
90471,Bayern,Nürnberg
90473,Bayern,Nürnberg
90475,Bayern,Nürnberg
90478,Bayern,Nürnberg
90480,Bayern,Nürnberg
90482,Bayern,Nürnberg
90489,Bayern,Nürnberg
90491,Bayern,Nürnberg
72622,Baden-Württemberg,Nürtingen
54675,Rheinland-Pfalz,Nusbaum
72362,Baden-Württemberg,Nusplingen
67759,Rheinland-Pfalz,Nußbach
55569,Rheinland-Pfalz,Nußbaum
83365,Bayern,Nußdorf
83131,Bayern,Nußdorf am Inn
23896,Schleswig-Holstein,Nusse
69226,Baden-Württemberg,Nußloch
18195,Mecklenburg-Vorpommern,Nustrow
36167,Hessen,Nüsttal
14558,Brandenburg,Nuthetal
14947,Brandenburg,Nuthe-Urstromtal
25594,Schleswig-Holstein,Nutteln
24568,Schleswig-Holstein,Nützen
56414,Rheinland-Pfalz,Oberahr
66871,Rheinland-Pfalz,Oberalben
82487,Bayern,Oberammergau
66851,Rheinland-Pfalz,Oberarnbach
90522,Bayern,Oberasbach
82496,Bayern,Oberau
83080,Bayern,Oberaudorf
36280,Hessen,Oberaula
97514,Bayern,Oberaurach
56355,Rheinland-Pfalz,Oberbachheim
15377,Brandenburg,Oberbarnim
84564,Bayern,Oberbergkirchen
54578,Rheinland-Pfalz,Oberbettingen
54331,Rheinland-Pfalz,Oberbillig
7646,Thüringen,Oberbodnitz
72644,Baden-Württemberg,Oberboihingen
99718,Thüringen,Oberbösa
55767,Rheinland-Pfalz,Oberbrombach
91617,Bayern,Oberdachstetten
75038,Baden-Württemberg,Oberderdingen
55413,Rheinland-Pfalz,Oberdiebach
85445,Bayern,Oberding
89610,Baden-Württemberg,Oberdischingen
85129,Bayern,Oberdolling
57639,Rheinland-Pfalz,Oberdreis
56651,Rheinland-Pfalz,Oberdürenbach
54578,Rheinland-Pfalz,Oberehe-Stroheich
56412,Rheinland-Pfalz,Oberelbert
97656,Bayern,Oberelsbach
56767,Rheinland-Pfalz,Oberelz
57612,Rheinland-Pfalz,Obererbach
56414,Rheinland-Pfalz,Obererbach
19374,Mecklenburg-Vorpommern,Obere Warnow
56332,Rheinland-Pfalz,Oberfell
56370,Rheinland-Pfalz,Oberfischbach
55234,Rheinland-Pfalz,Ober-Flörsheim
54675,Rheinland-Pfalz,Obergeckler
86573,Bayern,Obergriesbach
73569,Baden-Württemberg,Obergröningen
87634,Bayern,Obergünzburg
2692,Sachsen,Obergurig - Hornja Hórka
82041,Bayern,Oberhaching
82064,Bayern,Oberhaching
56237,Rheinland-Pfalz,Oberhaid
96173,Bayern,Oberhaid
55765,Rheinland-Pfalz,Oberhambach
77784,Baden-Württemberg,Oberharmersbach
38875,Sachsen-Anhalt,Oberharz am Brocken
38877,Sachsen-Anhalt,Oberharz am Brocken
38889,Sachsen-Anhalt,Oberharz am Brocken
38899,Sachsen-Anhalt,Oberharz am Brocken
46045,Nordrhein-Westfalen,Oberhausen
46047,Nordrhein-Westfalen,Oberhausen
46049,Nordrhein-Westfalen,Oberhausen
46117,Nordrhein-Westfalen,Oberhausen
46119,Nordrhein-Westfalen,Oberhausen
46145,Nordrhein-Westfalen,Oberhausen
46147,Nordrhein-Westfalen,Oberhausen
46149,Nordrhein-Westfalen,Oberhausen
82386,Bayern,Oberhausen
86697,Bayern,Oberhausen
76887,Rheinland-Pfalz,Oberhausen
67822,Rheinland-Pfalz,Oberhausen an der Appel
55585,Rheinland-Pfalz,Oberhausen an der Nahe
55606,Rheinland-Pfalz,Oberhausen bei Kirn
68794,Baden-Württemberg,Oberhausen-Rheinhausen
55413,Rheinland-Pfalz,Oberheimbach
6577,Thüringen,Oberheldrungen
55437,Rheinland-Pfalz,Ober-Hilbersheim
98559,Thüringen,Oberhof
56587,Rheinland-Pfalz,Oberhonnefeld-Gierend
55758,Rheinland-Pfalz,Oberhosenbach
97258,Bayern,Oberickelsheim
57635,Rheinland-Pfalz,Oberirsen
54533,Rheinland-Pfalz,Oberkail
77704,Baden-Württemberg,Oberkirch
55624,Rheinland-Pfalz,Oberkirn
73447,Baden-Württemberg,Oberkochen
55481,Rheinland-Pfalz,Ober Kostenz
95145,Bayern,Oberkotzau
16727,Brandenburg,Oberkrämer
57641,Rheinland-Pfalz,Oberlahr
49779,Niedersachsen,Oberlangen
54608,Rheinland-Pfalz,Oberlascheid
54614,Rheinland-Pfalz,Oberlauch
97789,Bayern,Oberleichtersbach
9353,Sachsen,Oberlungwitz
87538,Bayern,Obermaiselstein
89611,Baden-Württemberg,Obermarchtal
98617,Thüringen,Obermaßfeld-Grimmenthal
86836,Bayern,Obermeitingen
90587,Bayern,Obermichelbach
61239,Hessen,Ober-Mörlen
67823,Rheinland-Pfalz,Obermoschel
57638,Rheinland-Pfalz,Obernau
97342,Bayern,Obernbreit
63785,Bayern,Obernburg am Main
21787,Niedersachsen,Oberndorf
67821,Rheinland-Pfalz,Oberndorf
86698,Bayern,Oberndorf a.Lech
78727,Baden-Württemberg,Oberndorf am Neckar
65558,Rheinland-Pfalz,Oberneisen
84565,Bayern,Oberneukirchen
37434,Niedersachsen,Obernfeld
72364,Baden-Württemberg,Obernheim
66919,Rheinland-Pfalz,Obernheim-Kirchenarnbach
56379,Rheinland-Pfalz,Obernhof
29386,Niedersachsen,Obernholz
31683,Niedersachsen,Obernkirchen
94107,Bayern,Obernzell
94130,Bayern,Obernzell
91619,Bayern,Obernzenn
54533,Rheinland-Pfalz,Oberöfflingen
55270,Rheinland-Pfalz,Ober-Olm
7381,Thüringen,Oberoppurg
86869,Bayern,Oberostendorf
76889,Rheinland-Pfalz,Oberotterbach
86507,Bayern,Oberottmarshausen
85667,Bayern,Oberpframmern
54649,Rheinland-Pfalz,Oberpierscheid
97241,Bayern,Oberpleichfeld
94562,Bayern,Oberpöring
56587,Rheinland-Pfalz,Oberraden
64372,Hessen,Ober-Ramstadt
75394,Baden-Württemberg,Oberreichenbach
91097,Bayern,Oberreichenbach
55758,Rheinland-Pfalz,Oberreidenbach
88179,Bayern,Oberreute
79254,Baden-Württemberg,Oberried
87769,Bayern,Oberrieden
71739,Baden-Württemberg,Oberriexingen
56479,Rheinland-Pfalz,Oberrod
56479,Rheinland-Pfalz,Oberroßbach
74420,Baden-Württemberg,Oberrot
89294,Bayern,Oberroth
54533,Rheinland-Pfalz,Oberscheidweiler
91483,Bayern,Oberscheinfeld
85764,Bayern,Oberschleißheim
76889,Rheinland-Pfalz,Oberschlettenbach
94363,Bayern,Oberschneiding
9600,Sachsen,Oberschöna
87770,Bayern,Oberschönegg
97516,Bayern,Oberschwarzach
82294,Bayern,Oberschweinbach
66957,Rheinland-Pfalz,Obersimten
97791,Bayern,Obersinn
82395,Bayern,Obersöchering
74423,Baden-Württemberg,Obersontheim
89613,Baden-Württemberg,Oberstadion
98530,Thüringen,Oberstadt
54570,Rheinland-Pfalz,Oberstadtfeld
87534,Bayern,Oberstaufen
66879,Rheinland-Pfalz,Oberstaufenbach
87561,Bayern,Oberstdorf
54634,Rheinland-Pfalz,Oberstedem
56593,Rheinland-Pfalz,Obersteinebach
71720,Baden-Württemberg,Oberstenfeld
55596,Rheinland-Pfalz,Oberstreit
97640,Bayern,Oberstreu
74182,Baden-Württemberg,Obersulm
67271,Rheinland-Pfalz,Obersülzen
84101,Bayern,Obersüßbach
84419,Bayern,Obertaufkirchen
88094,Baden-Württemberg,Oberteuringen
66649,Saarland,Oberthal
97723,Bayern,Oberthulba
56357,Rheinland-Pfalz,Obertiefenbach
93083,Bayern,Obertraubling
99510,Thüringen,Obertrebra
91286,Bayern,Obertrubach
63179,Hessen,Obertshausen
17291,Brandenburg,Oberuckersee
61440,Hessen,Oberursel
92526,Bayern,Oberviechtach
56357,Rheinland-Pfalz,Oberwallmenach
57614,Rheinland-Pfalz,Oberwambach
98634,Thüringen,Oberweid
54636,Rheinland-Pfalz,Oberweiler
67756,Rheinland-Pfalz,Oberweiler im Tal
67752,Rheinland-Pfalz,Oberweiler-Tiefenbach
54636,Rheinland-Pfalz,Oberweis
55430,Rheinland-Pfalz,Oberwesel
8396,Sachsen,Oberwiera
56379,Rheinland-Pfalz,Oberwies
67294,Rheinland-Pfalz,Oberwiesen
9484,Sachsen,Oberwiesenthal
77709,Baden-Württemberg,Oberwolfach
55758,Rheinland-Pfalz,Oberwörresbach
64760,Hessen,Oberzent
56651,Rheinland-Pfalz,Oberzissen
6268,Sachsen-Anhalt,Obhausen
83119,Bayern,Obing
74847,Baden-Württemberg,Obrigheim
67283,Rheinland-Pfalz,Obrigheim (Pfalz)
97199,Bayern,Ochsenfurt
88416,Baden-Württemberg,Ochsenhausen
56299,Rheinland-Pfalz,Ochtendung
26489,Niedersachsen,Ochtersum
48607,Nordrhein-Westfalen,Ochtrup
53545,Rheinland-Pfalz,Ockenfels
55437,Rheinland-Pfalz,Ockenheim
54441,Rheinland-Pfalz,Ockfen
25842,Schleswig-Holstein,Ockholm
25785,Schleswig-Holstein,Odderade
85235,Bayern,Odelzhausen
67748,Rheinland-Pfalz,Odenbach
51519,Nordrhein-Westfalen,Odenthal
16259,Brandenburg,Oderaue
16248,Brandenburg,Oderberg
55571,Rheinland-Pfalz,Odernheim am Glan
2791,Sachsen,Oderwitz
21775,Niedersachsen,Odisheim
39343,Sachsen-Anhalt,Oebisfelde-Weferlingen
39356,Sachsen-Anhalt,Oebisfelde-Weferlingen
39359,Sachsen-Anhalt,Oebisfelde-Weferlingen
39646,Sachsen-Anhalt,Oebisfelde-Weferlingen
36404,Thüringen,Oechsen
9569,Sachsen,Oederan
21734,Niedersachsen,Oederquart
74229,Baden-Württemberg,Oedheim
59302,Nordrhein-Westfalen,Oelde
25524,Schleswig-Holstein,Oelixdorf
56357,Rheinland-Pfalz,Oelsberg
9376,Sachsen,Oelsnitz/Erzgeb.
8606,Sachsen,Oelsnitz/Vogtland
27432,Niedersachsen,Oerel
45739,Nordrhein-Westfalen,Oer-Erkenschwick
23845,Schleswig-Holstein,Oering
97714,Bayern,Oerlenbach
33813,Nordrhein-Westfalen,Oerlinghausen
24407,Schleswig-Holstein,Oersberg
24568,Schleswig-Holstein,Oersdorf
25548,Schleswig-Holstein,Oeschebüttel
25761,Schleswig-Holstein,Oesterdeichstrich
25764,Schleswig-Holstein,Oesterwurth
65375,Hessen,Oestrich-Winkel
99438,Thüringen,Oettern
7907,Thüringen,Oettersdorf
86732,Bayern,Oettingen i.Bay.
29588,Niedersachsen,Oetzen
25938,Schleswig-Holstein,Oevenum
24988,Schleswig-Holstein,Oeversee
74254,Baden-Württemberg,Offenau
63065,Hessen,Offenbach am Main
63067,Hessen,Offenbach am Main
63069,Hessen,Offenbach am Main
63071,Hessen,Offenbach am Main
63073,Hessen,Offenbach am Main
63075,Hessen,Offenbach am Main
76877,Rheinland-Pfalz,Offenbach an der Queich
67749,Rheinland-Pfalz,Offenbach-Hundheim
94560,Bayern,Offenberg
77652,Baden-Württemberg,Offenburg
77654,Baden-Württemberg,Offenburg
77656,Baden-Württemberg,Offenburg
25767,Schleswig-Holstein,Offenbüttel
91238,Bayern,Offenhausen
55234,Rheinland-Pfalz,Offenheim
89362,Bayern,Offingen
67591,Rheinland-Pfalz,Offstein
72131,Baden-Württemberg,Ofterdingen
87527,Bayern,Ofterschwang
68723,Baden-Württemberg,Oftersheim
88422,Baden-Württemberg,Oggelshausen
53520,Rheinland-Pfalz,Ohlenhard
77797,Baden-Württemberg,Ohlsbach
82441,Bayern,Ohlstadt
55469,Rheinland-Pfalz,Ohlweiler
66903,Rheinland-Pfalz,Ohmbach
73275,Baden-Württemberg,Ohmden
48465,Niedersachsen,Ohne
78337,Baden-Württemberg,Öhningen
1896,Sachsen,Ohorn
99885,Thüringen,Ohrdruf
91620,Bayern,Ohrenbach
74613,Baden-Württemberg,Öhringen
38312,Niedersachsen,Ohrum
9526,Sachsen,Olbernhau
2785,Sachsen,Olbersdorf
75248,Baden-Württemberg,Ölbronn-Dürrn
82140,Bayern,Olching
25560,Schleswig-Holstein,Oldenborstel
26121,Niedersachsen,Oldenburg
26122,Niedersachsen,Oldenburg
26123,Niedersachsen,Oldenburg
26125,Niedersachsen,Oldenburg
26127,Niedersachsen,Oldenburg
26129,Niedersachsen,Oldenburg
26131,Niedersachsen,Oldenburg
26133,Niedersachsen,Oldenburg
26135,Niedersachsen,Oldenburg
23758,Schleswig-Holstein,Oldenburg in Holstein
25557,Schleswig-Holstein,Oldenbüttel
21726,Niedersachsen,Oldendorf
25588,Schleswig-Holstein,Oldendorf
21385,Niedersachsen,Oldendorf (Luhe)
24793,Schleswig-Holstein,Oldenhütten
25870,Schleswig-Holstein,Oldenswort
25873,Schleswig-Holstein,Oldersbek
25860,Schleswig-Holstein,Olderup
25938,Schleswig-Holstein,Oldsum
59399,Nordrhein-Westfalen,Olfen
99198,Thüringen,Ollendorf
89129,Baden-Württemberg,Öllingen
54316,Rheinland-Pfalz,Ollmuth
54689,Rheinland-Pfalz,Olmscheid
57462,Nordrhein-Westfalen,Olpe
59939,Nordrhein-Westfalen,Olsberg
67737,Rheinland-Pfalz,Olsbrücken
54646,Rheinland-Pfalz,Olsdorf
57612,Rheinland-Pfalz,Ölsen
54597,Rheinland-Pfalz,Olzheim
54456,Rheinland-Pfalz,Onsdorf
88145,Bayern,Opfenbach
89614,Baden-Württemberg,Öpfingen
2736,Sachsen,Oppach
77728,Baden-Württemberg,Oppenau
55276,Rheinland-Pfalz,Oppenheim
71560,Baden-Württemberg,Oppenweiler
71570,Baden-Württemberg,Oppenweiler
99986,Thüringen,Oppershausen
55469,Rheinland-Pfalz,Oppertshausen
7381,Thüringen,Oppurg
6785,Sachsen-Anhalt,Oranienbaum-Wörlitz
16515,Brandenburg,Oranienburg
67294,Rheinland-Pfalz,Orbis
54298,Rheinland-Pfalz,Orenhofen
57632,Rheinland-Pfalz,Orfgen
7768,Thüringen,Orlamünde
54595,Rheinland-Pfalz,Orlenbach
54597,Rheinland-Pfalz,Ormont
91737,Bayern,Ornbau
54655,Rheinland-Pfalz,Orsfeld
78359,Baden-Württemberg,Orsingen-Nenzingen
63683,Hessen,Ortenberg
77799,Baden-Württemberg,Ortenberg
94496,Bayern,Ortenburg
1990,Brandenburg,Ortrand
54518,Rheinland-Pfalz,Osann-Monzel
54317,Rheinland-Pfalz,Osburg
4758,Sachsen,Oschatz
39387,Sachsen-Anhalt,Oschersleben
24251,Schleswig-Holstein,Osdorf
38557,Niedersachsen,Osloß
49074,Niedersachsen,Osnabrück
49076,Niedersachsen,Osnabrück
49078,Niedersachsen,Osnabrück
49080,Niedersachsen,Osnabrück
49082,Niedersachsen,Osnabrück
49084,Niedersachsen,Osnabrück
49086,Niedersachsen,Osnabrück
49088,Niedersachsen,Osnabrück
49090,Niedersachsen,Osnabrück
1920,Sachsen,Oßling - Wóslink
48346,Nordrhein-Westfalen,Ostbevern
26529,Niedersachsen,Osteel
75395,Baden-Württemberg,Ostelsheim
21756,Niedersachsen,Osten
24790,Schleswig-Holstein,Ostenfeld
25872,Schleswig-Holstein,Ostenfeld (Husum)
89296,Bayern,Osterberg
21762,Niedersachsen,Osterbruch
39606,Sachsen-Anhalt,Osterburg (Altmark)
74706,Baden-Württemberg,Osterburken
24367,Schleswig-Holstein,Osterby
24994,Schleswig-Holstein,Osterby
49179,Niedersachsen,Ostercappeln
27404,Niedersachsen,Ostereistedt
6721,Sachsen-Anhalt,Osterfeld
29664,Niedersachsen,Osterheide
29683,Niedersachsen,Osterheide
25836,Schleswig-Holstein,Osterhever
94486,Bayern,Osterhofen
27711,Niedersachsen,Osterholz-Scharmbeck
25364,Schleswig-Holstein,Osterhorn
6386,Sachsen-Anhalt,Osternienburger Land
37520,Niedersachsen,Osterode
25885,Schleswig-Holstein,Oster-Ohrstedt
25767,Schleswig-Holstein,Osterrade
24783,Schleswig-Holstein,Osterrönfeld
56340,Rheinland-Pfalz,Osterspai
25590,Schleswig-Holstein,Osterstedt
49828,Niedersachsen,Osterwald
38835,Sachsen-Anhalt,Osterwieck
38836,Sachsen-Anhalt,Osterwieck
87662,Bayern,Osterzell
73760,Baden-Württemberg,Ostfildern
99310,Thüringen,Osthausen-Wülfershausen
97645,Bayern,Ostheim v.d.Rhön
67574,Rheinland-Pfalz,Osthofen
88356,Baden-Württemberg,Ostrach
99636,Thüringen,Ostramondra
4749,Sachsen,Ostrau
26842,Niedersachsen,Ostrhauderfehn
76684,Baden-Württemberg,Östringen
2899,Sachsen,Ostritz
25746,Schleswig-Holstein,Ostrohe
22113,Schleswig-Holstein,Oststeinbek
76470,Baden-Württemberg,Ötigheim
75443,Baden-Württemberg,Ötisheim
73113,Baden-Württemberg,Ottenbach
73529,Baden-Württemberg,Ottenbach
25591,Schleswig-Holstein,Ottenbüttel
24107,Schleswig-Holstein,Ottendorf
7646,Thüringen,Ottendorf
1458,Sachsen,Ottendorf-Okrilla
85570,Bayern,Ottenhofen
77883,Baden-Württemberg,Ottenhöfen im Schwarzwald
91242,Bayern,Ottensoos
31868,Niedersachsen,Ottenstein
21259,Niedersachsen,Otter
67731,Rheinland-Pfalz,Otterbach
67697,Rheinland-Pfalz,Otterberg
83624,Bayern,Otterfing
21762,Niedersachsen,Otterndorf
28870,Niedersachsen,Ottersberg
67308,Rheinland-Pfalz,Ottersheim
76879,Rheinland-Pfalz,Ottersheim bei Landau
67166,Rheinland-Pfalz,Otterstadt
77833,Baden-Württemberg,Ottersweier
4668,Sachsen,Otterwisch
86700,Bayern,Otting
87724,Bayern,Ottobeuren
85521,Bayern,Ottobrunn
34633,Hessen,Ottrau
66564,Saarland,Ottweiler
64853,Hessen,Otzberg
94563,Bayern,Otzing
56244,Rheinland-Pfalz,Ötzingen
55606,Rheinland-Pfalz,Otzweiler
26939,Niedersachsen,Ovelgönne
51491,Nordrhein-Westfalen,Overath
73277,Baden-Württemberg,Owen
88696,Baden-Württemberg,Owingen
24811,Schleswig-Holstein,Owschlag
24848,Schleswig-Holstein,Owschlag
2797,Sachsen,Oybin
87466,Bayern,Oy-Mittelberg
28876,Niedersachsen,Oyten
24634,Schleswig-Holstein,Padenstedt
33098,Nordrhein-Westfalen,Paderborn
33100,Nordrhein-Westfalen,Paderborn
33102,Nordrhein-Westfalen,Paderborn
33104,Nordrhein-Westfalen,Paderborn
33106,Nordrhein-Westfalen,Paderborn
33154,Nordrhein-Westfalen,Paderborn
33161,Nordrhein-Westfalen,Paderborn
82396,Bayern,Pähl
25794,Schleswig-Holstein,Pahlen
93351,Bayern,Painten
7580,Thüringen,Paitzdorf
83349,Bayern,Palling
54439,Rheinland-Pfalz,Palzem
19075,Mecklenburg-Vorpommern,Pampow
24321,Schleswig-Holstein,Panker
16341,Brandenburg,Panketal
1920,Sachsen,Panschwitz-Kuckau - Panćicy-Kukow
18442,Mecklenburg-Vorpommern,Pantelitz
23896,Schleswig-Holstein,Panten
54531,Rheinland-Pfalz,Pantenburg
56865,Rheinland-Pfalz,Panzweiler
26871,Niedersachsen,Papenburg
18059,Mecklenburg-Vorpommern,Papendorf
17309,Mecklenburg-Vorpommern,Papendorf
18510,Mecklenburg-Vorpommern,Papenhagen
91788,Bayern,Pappenheim
19370,Mecklenburg-Vorpommern,Parchim
19374,Mecklenburg-Vorpommern,Parchim
18528,Mecklenburg-Vorpommern,Parchtitz
92711,Bayern,Parkstein
94365,Bayern,Parkstetten
38470,Niedersachsen,Parsau
92331,Bayern,Parsberg
16248,Brandenburg,Parsteinsee
55288,Rheinland-Pfalz,Partenheim
97846,Bayern,Partenstein
4668,Sachsen,Parthenstein
54314,Rheinland-Pfalz,Paschel
17309,Mecklenburg-Vorpommern,Pasewalk
7381,Thüringen,Paska
24253,Schleswig-Holstein,Passade
94032,Bayern,Passau
94034,Bayern,Passau
94036,Bayern,Passau
23992,Mecklenburg-Vorpommern,Passee
19386,Mecklenburg-Vorpommern,Passow
16306,Brandenburg,Passow
85669,Bayern,Pastetten
56348,Rheinland-Pfalz,Patersberg
94265,Bayern,Patersdorf
19230,Mecklenburg-Vorpommern,Pätow-Steegen
30982,Niedersachsen,Pattensen
18528,Mecklenburg-Vorpommern,Patzig
14641,Brandenburg,Paulinenaue
85307,Bayern,Paunzhausen
7919,Sachsen,Pausa-Mühltroff
7952,Sachsen,Pausa-Mühltroff
8539,Sachsen,Pausa-Mühltroff
14778,Brandenburg,Päwesin
95701,Bayern,Pechbrunn
17192,Mecklenburg-Vorpommern,Peenehagen
17194,Mecklenburg-Vorpommern,Peenehagen
17449,Mecklenburg-Vorpommern,Peenemünde
54668,Rheinland-Pfalz,Peffingen
4523,Sachsen,Pegau
37619,Niedersachsen,Pegestorf
91257,Bayern,Pegnitz
31224,Niedersachsen,Peine
31226,Niedersachsen,Peine
31228,Niedersachsen,Peine
25551,Schleswig-Holstein,Peissen
82380,Bayern,Peißenberg
86971,Bayern,Peiting
3185,Brandenburg,Peitz
54331,Rheinland-Pfalz,Pellingen
25845,Schleswig-Holstein,Pellworm
25849,Schleswig-Holstein,Pellworm
54570,Rheinland-Pfalz,Pelm
93482,Bayern,Pemfling
9322,Sachsen,Penig
17213,Mecklenburg-Vorpommern,Penkow
17328,Mecklenburg-Vorpommern,Penkun
31621,Niedersachsen,Pennigsehl
93080,Bayern,Pentling
82377,Bayern,Penzberg
18249,Mecklenburg-Vorpommern,Penzin
86929,Bayern,Penzing
17217,Mecklenburg-Vorpommern,Penzlin
17219,Mecklenburg-Vorpommern,Penzlin
84567,Bayern,Perach
94366,Bayern,Perasdorf
94368,Bayern,Perkam
66706,Saarland,Perl
19348,Brandenburg,Perleberg
94157,Bayern,Perlesreut
19209,Mecklenburg-Vorpommern,Perlin
55430,Rheinland-Pfalz,Perscheid
